point_id,latitude,longitude,elevation_m,elevation_smoothed_m,distance_from_start_m,segment_length_m,elevation_delta_m,slope_pct,slope_deg,slope_smoothed_pct,bearing_deg
1805,43.73393197,132.06091079,31.462,31.491,90250,50,1.804,3.60806,2.06637,2.82784,49.707
1806,43.73422276,132.06138547,33.266,33.266,90300,50,1.804,3.60806,2.06637,3.54945,49.707
1807,43.73451355,132.06186015,35.07,35.07,90350,50,1.804,3.60806,2.06637,3.60806,49.708
1808,43.73480434,132.06233483,36.874,36.874,90400,50,1.804,3.60806,2.06637,3.60806,49.708
1809,43.73509512,132.06280952,38.678,38.678,90450,50,1.804,3.60806,2.06637,3.60806,49.708
1810,43.73538591,132.06328421,40.482,40.467,90500,50,1.804,3.60806,2.06637,3.57893,49.709
1811,43.73567669,132.06375891,42.286,41.964,90550,50,1.804,3.60806,2.06637,2.99342,49.709
1812,43.73596746,132.06423362,44.017,43.168,90600,50,1.731,3.46241,1.98302,2.40791,49.71
1813,43.73625813,132.06470846,44.357,44.079,90650,50,0.34,0.68052,0.38991,1.82241,49.728
1814,43.73654879,132.0651833,44.697,44.697,90700,50,0.34,0.68052,0.38991,1.2369,49.729
1815,43.73683945,132.06565815,45.038,45.038,90750,50,0.34,0.68052,0.38991,0.68052,49.729
1816,43.73713011,132.066133,45.378,45.378,90800,50,0.34,0.68052,0.38991,0.68052,49.729
1817,43.73742077,132.06660786,45.718,45.718,90850,50,0.34,0.68052,0.38991,0.68052,49.73
1818,43.73771142,132.06708272,46.059,46.059,90900,50,0.34,0.68052,0.38991,0.68052,49.73
1819,43.73800208,132.06755759,46.399,46.399,90950,50,0.34,0.68052,0.38991,0.68052,49.73
1820,43.73829273,132.06803246,46.739,46.739,91000,50,0.34,0.68052,0.38991,0.68052,49.731
1821,43.73858338,132.06850734,47.079,47.079,91050,50,0.34,0.68052,0.38991,0.68052,49.731
1822,43.73887403,132.06898222,47.42,47.42,91100,50,0.34,0.68052,0.38991,0.68052,49.731
1823,43.73916467,132.0694571,47.76,47.76,91150,50,0.34,0.68052,0.38991,0.68052,49.732
1824,43.73945531,132.06993199,48.1,48.1,91200,50,0.34,0.68052,0.38991,0.68052,49.732
1825,43.73974596,132.07040688,48.44,48.33,91250,50,0.34,0.68052,0.38991,0.46062,49.732
1826,43.7400366,132.07088178,48.781,48.254,91300,50,0.34,0.68052,0.38991,-0.15261,49.733
1827,43.74033149,132.07135151,48.571,47.966,91350,50,-0.209,-0.41898,-0.24005,-0.57714,49.011
1828,43.74063491,132.07181076,47.378,47.419,91400,50,-1.193,-2.38564,-1.36661,-1.09306,47.557
1829,43.7409642,132.07223459,46.657,46.493,91450,50,-0.721,-1.44214,-0.82623,-1.85266,42.92
1830,43.74130407,132.07264195,45.708,45.346,91500,50,-0.95,-1.89908,-1.08796,-2.29241,40.891
1831,43.74165128,132.07303735,44.149,44.312,91550,50,-1.559,-3.11747,-1.7856,-2.068,39.445
1832,43.7420142,132.07340335,42.84,43.082,91600,50,-1.309,-2.61773,-1.49951,-2.46125,36.077
1833,43.74239286,132.07373897,42.208,41.877,91650,50,-0.632,-1.26357,-0.72393,-2.40947,32.632
1834,43.74278057,132.07405424,40.504,40.844,91700,50,-1.704,-3.40839,-1.95211,-2.06589,30.434
1835,43.74318084,132.07433753,39.684,39.933,91750,50,-0.82,-1.64018,-0.93967,-1.82226,27.081
1836,43.74358281,132.07461646,38.984,39.008,91800,50,-0.7,-1.39959,-0.80186,-1.84947,26.625
1837,43.74398479,132.0748954,38.284,38.284,91850,50,-0.7,-1.39959,-0.80186,-1.44771,26.625
1838,43.74438677,132.07517434,37.585,37.585,91900,50,-0.7,-1.39959,-0.80186,-1.39959,26.625
1839,43.74478874,132.07545329,36.885,37.07,91950,50,-0.7,-1.39959,-0.80186,-1.02887,26.626
1840,43.74519072,132.07573224,36.185,36.808,92000,50,-0.7,-1.39959,-0.80186,-0.52489,26.626
1841,43.74559464,132.07600572,36.412,36.797,92050,50,0.227,0.45402,0.26013,-0.02091,26.063
1842,43.74599927,132.07627722,36.972,36.911,92100,50,0.56,1.1203,0.64186,0.22672,25.861
1843,43.74640389,132.07654874,37.532,37.196,92150,50,0.56,1.1203,0.64186,0.57066,25.862
1844,43.74680193,132.07683801,37.452,37.562,92200,50,-0.081,-0.16143,-0.09249,0.73201,27.7
1845,43.74720253,132.07712039,37.612,37.985,92250,50,0.16,0.32009,0.1834,0.84525,26.986
1846,43.74760719,132.07739182,38.242,38.464,92300,50,0.63,1.26076,0.72233,0.9585,25.853
1847,43.74801196,132.07766293,39.085,39.105,92350,50,0.843,1.68654,0.96622,1.2822,25.82
1848,43.74841673,132.07793404,39.929,39.838,92400,50,0.843,1.68654,0.96622,1.46655,25.82
1849,43.74883082,132.07817648,40.657,40.552,92450,50,0.729,1.45707,0.83478,1.42729,22.925
1850,43.74924574,132.0784164,41.278,41.203,92500,50,0.621,1.24184,0.71148,1.30288,22.67
1851,43.74966062,132.07865644,41.81,41.793,92550,50,0.532,1.06448,0.60988,1.17847,22.682
1852,43.75007551,132.07889648,42.343,42.91,92600,50,0.532,1.06448,0.60988,2.23505,22.682
1853,43.75049039,132.07913652,42.875,44.752,92650,50,0.532,1.06448,0.60988,3.6839,22.682
1854,43.7509141,132.07934404,46.245,47.336,92700,50,3.37,6.73996,3.85588,5.16822,19.483
1855,43.75134052,132.07954155,50.488,50.662,92750,50,4.243,8.48608,4.85054,6.65254,18.499
1856,43.75176695,132.07973906,54.731,54.687,92800,50,4.243,8.48608,4.85054,8.05009,18.499
1857,43.75219338,132.07993658,58.974,58.039,92850,50,4.243,8.48608,4.85054,6.7021,18.499
1858,43.75262025,132.08013199,63.0,60.541,92900,50,4.026,8.05225,4.60367,5.00488,18.297
1859,43.75305549,132.08028836,63.0,62.312,92950,50,0.0,0.0,0.0,3.54118,14.548
1860,43.75349074,132.08044474,63.0,63.461,93000,50,0.0,0.0,0.0,2.29976,14.548
1861,43.753926,132.08060098,63.584,64.417,93050,50,0.584,1.16756,0.66893,1.91022,14.535
1862,43.7543613,132.08075709,64.723,66.105,93100,50,1.14,2.27901,1.30555,3.37651,14.523
1863,43.75480155,132.08088252,67.776,68.526,93150,50,3.052,6.10453,3.4933,4.84279,11.629
1864,43.75524339,132.08099811,71.441,71.564,93200,50,3.666,7.33143,4.1931,6.07557,10.701
1865,43.75568523,132.0811137,75.107,74.998,93250,50,3.666,7.33143,4.1931,6.86768,10.701
1866,43.75612707,132.0812293,78.773,78.39,93300,50,3.666,7.33143,4.1931,6.78477,10.701
1867,43.75656749,132.08135463,81.892,81.618,93350,50,3.12,6.23956,3.57038,6.45649,11.615
1868,43.7570072,132.08148487,84.737,84.456,93400,50,2.845,5.69,3.25662,5.67526,12.075
1869,43.75744691,132.08161511,87.582,86.678,93450,50,2.845,5.69,3.25662,4.44427,12.075
1870,43.75788544,132.0817526,89.295,88.394,93500,50,1.713,3.42533,1.9618,3.43165,12.76
1871,43.75832278,132.08189731,89.883,89.618,93550,50,0.588,1.17645,0.67403,2.44808,13.44
1872,43.75876013,132.08204201,90.472,89.993,93600,50,0.588,1.17645,0.67403,0.75027,13.44
1873,43.75919774,132.0821851,90.858,89.746,93650,50,0.386,0.77218,0.44241,-0.4946,13.288
1874,43.75963766,132.08231396,89.458,89.101,93700,50,-1.4,-2.79903,-1.60331,-1.28969,11.945
1875,43.76007758,132.08244282,88.059,88.147,93750,50,-1.4,-2.79903,-1.60331,-1.90864,11.945
1876,43.76051751,132.08257169,86.659,87.115,93800,50,-1.4,-2.79903,-1.60331,-2.06307,11.945
1877,43.76095623,132.08270772,85.7,86.279,93850,50,-0.959,-1.91827,-1.09895,-1.67258,12.623
1878,43.76139235,132.08285937,85.7,84.737,93900,50,0.0,0.0,0.0,-3.08366,14.098
1879,43.76182757,132.08301524,85.277,82.553,93950,50,-0.423,-0.84656,-0.48503,-4.36864,14.502
1880,43.76225324,132.08321588,80.35,80.147,94000,50,-4.927,-9.85443,-5.628,-4.81053,18.8
1881,43.7626797,132.08341303,75.738,77.425,94050,50,-4.612,-9.22395,-5.27002,-5.44564,18.463
1882,43.76311042,132.08359136,73.674,74.413,94100,50,-2.064,-4.1277,-2.36365,-6.02275,16.647
1883,43.76353656,132.08379009,72.086,71.894,94150,50,-1.588,-3.17557,-1.81885,-5.0391,18.613
1884,43.76395953,132.08400058,70.22,69.763,94200,50,-1.866,-3.73209,-2.13734,-4.2624,19.769
1885,43.76437566,132.08423653,67.752,67.411,94250,50,-2.468,-4.9362,-2.82594,-4.70266,22.269
1886,43.76479115,132.08447455,65.082,64.745,94300,50,-2.67,-5.34046,-3.05695,-5.33335,22.475
1887,43.76520513,132.08471764,61.917,61.818,94350,50,-3.165,-6.329,-3.62142,-5.85273,22.98
1888,43.7656191,132.08496073,58.753,59.189,94400,50,-3.165,-6.329,-3.62142,-5.25903,22.98
1889,43.76603308,132.08520383,55.588,56.996,94450,50,-3.165,-6.329,-3.62142,-4.38541,22.981
1890,43.76644171,132.08546354,54.604,55.042,94500,50,-0.984,-1.9677,-1.12726,-3.90717,24.654
1891,43.76684912,132.08572704,54.118,53.233,94550,50,-0.486,-0.97234,-0.55709,-3.61903,25.036
1892,43.76724263,132.08602741,52.149,51.567,94600,50,-1.969,-3.93783,-2.25505,-3.33089,28.864
1893,43.7676317,132.08633959,49.705,49.61,94650,50,-2.444,-4.88828,-2.79855,-3.915,30.09
1894,43.76802076,132.08665177,47.261,47.325,94700,50,-2.444,-4.88828,-2.79855,-4.56914,30.09
1895,43.76840982,132.08696396,44.817,45.197,94750,50,-2.444,-4.88828,-2.79855,-4.25653,30.09
1896,43.76879594,132.0872828,42.695,43.32,94800,50,-2.122,-4.24301,-2.42961,-3.75384,30.808
1897,43.76917354,132.08762091,41.508,41.695,94850,50,-1.187,-2.37482,-1.36041,-3.25115,32.887
1898,43.76955113,132.08795903,40.32,39.971,94900,50,-1.187,-2.37482,-1.36041,-3.44749,32.888
1899,43.76992873,132.08829715,39.133,38.792,94950,50,-1.187,-2.37482,-1.36041,-2.35863,32.888
1900,43.77030071,132.08864696,36.198,38.02,95000,50,-2.935,-5.86998,-3.35939,-1.54284,34.18
1901,43.77067139,132.08899945,36.799,37.657,95050,50,0.601,1.2013,0.68826,-0.72706,34.476
1902,43.77104203,132.08935202,37.651,37.701,95100,50,0.852,1.70409,0.97628,0.08872,34.485
1903,43.77141267,132.08970459,38.503,38.503,95150,50,0.852,1.70409,0.97628,1.60353,34.485
1904,43.77178331,132.09005717,39.355,39.368,95200,50,0.852,1.70409,0.97628,1.72998,34.486
1905,43.77215395,132.09040976,40.207,40.42,95250,50,0.852,1.70409,0.97628,2.10497,34.486
1906,43.77252477,132.09076198,41.124,41.66,95300,50,0.917,1.83355,1.05043,2.47996,34.445
1907,43.77289802,132.09110924,42.913,43.088,95350,50,1.79,3.57904,2.04977,2.85495,33.894
1908,43.77327127,132.09145651,44.703,44.703,95400,50,1.79,3.57904,2.04977,3.22994,33.894
1909,43.77364452,132.09180378,46.492,46.492,95450,50,1.79,3.57904,2.04977,3.57904,33.894
1910,43.77401777,132.09215106,48.282,48.282,95500,50,1.79,3.57904,2.04977,3.57904,33.894
1911,43.77439101,132.09249834,50.071,50.071,95550,50,1.79,3.57904,2.04977,3.57904,33.895
1912,43.77476426,132.09284562,51.861,51.861,95600,50,1.79,3.57904,2.04977,3.57904,33.895
1913,43.7751375,132.09319291,53.65,53.65,95650,50,1.79,3.57904,2.04977,3.57904,33.895
1914,43.77551075,132.09354021,55.44,55.44,95700,50,1.79,3.57904,2.04977,3.57904,33.895
1915,43.77588399,132.0938875,57.229,57.229,95750,50,1.79,3.57904,2.04977,3.57904,33.896
1916,43.77625723,132.09423481,59.019,59.019,95800,50,1.79,3.57904,2.04977,3.57904,33.896
1917,43.77663047,132.09458211,60.808,60.808,95850,50,1.79,3.57904,2.04977,3.57904,33.896
1918,43.77700371,132.09492942,62.598,62.598,95900,50,1.79,3.57904,2.04977,3.57904,33.896
1919,43.77737695,132.09527674,64.387,64.387,95950,50,1.79,3.57904,2.04977,3.57904,33.897
1920,43.77775018,132.09562406,66.177,66.178,96000,50,1.79,3.57904,2.04977,3.58125,33.897
1921,43.77812342,132.09597138,67.966,67.971,96050,50,1.79,3.57904,2.04977,3.58647,33.897
1922,43.77849583,132.09632041,69.761,69.767,96100,50,1.795,3.59007,2.05607,3.59169,34.085
1923,43.7788671,132.09667175,71.564,71.565,96150,50,1.803,3.60514,2.0647,3.5969,34.343
1924,43.77923837,132.09702309,73.367,73.367,96200,50,1.803,3.60514,2.0647,3.60212,34.343
1925,43.77960964,132.09737445,75.169,75.169,96250,50,1.803,3.60514,2.0647,3.60514,34.344
1926,43.77998091,132.0977258,76.972,76.972,96300,50,1.803,3.60514,2.0647,3.60514,34.344
1927,43.78035218,132.09807716,78.774,78.774,96350,50,1.803,3.60514,2.0647,3.60514,34.344
1928,43.78072344,132.09842852,80.577,80.577,96400,50,1.803,3.60514,2.0647,3.60514,34.344
1929,43.78109471,132.09877989,82.379,82.379,96450,50,1.803,3.60514,2.0647,3.60514,34.345
1930,43.78146597,132.09913127,84.182,84.182,96500,50,1.803,3.60514,2.0647,3.60514,34.345
1931,43.78183724,132.09948264,85.985,85.985,96550,50,1.803,3.60514,2.0647,3.60514,34.345
1932,43.7822085,132.09983403,87.787,87.787,96600,50,1.803,3.60514,2.0647,3.60514,34.345
1933,43.78257976,132.10018541,89.59,89.59,96650,50,1.803,3.60514,2.0647,3.60514,34.346
1934,43.78295102,132.1005368,91.392,91.392,96700,50,1.803,3.60514,2.0647,3.60514,34.346
1935,43.78332228,132.1008882,93.195,93.195,96750,50,1.803,3.60514,2.0647,3.60514,34.346
1936,43.78369354,132.1012396,94.997,95.014,96800,50,1.803,3.60514,2.0647,3.63906,34.346
1937,43.7840648,132.101591,96.8,96.853,96850,50,1.803,3.60514,2.0647,3.67723,34.347
1938,43.7844344,132.10194573,98.687,98.711,96900,50,1.887,3.77477,2.16176,3.71539,34.718
1939,43.78480379,132.10230089,100.585,100.587,96950,50,1.898,3.79595,2.17387,3.75355,34.765
1940,43.78517318,132.10265605,102.483,103.005,97000,50,1.898,3.79595,2.17387,4.83578,34.765
1941,43.78554258,132.10301121,104.381,106.2,97050,50,1.898,3.79595,2.17387,6.38909,34.766
1942,43.78591516,132.10335987,108.889,110.169,97100,50,4.508,9.01628,5.15202,7.93817,34.042
1943,43.7862893,132.10370539,114.66,114.913,97150,50,5.771,11.54135,6.58358,9.48725,33.692
1944,43.78666343,132.10405091,120.431,120.004,97200,50,5.771,11.54135,6.58358,10.18279,33.692
1945,43.78703756,132.10439643,126.201,124.519,97250,50,5.771,11.54135,6.58358,9.03053,33.692
1946,43.78741705,132.10473028,129.838,128.206,97300,50,3.637,7.27361,4.16015,7.37326,32.419
1947,43.7878016,132.10505312,131.466,131.264,97350,50,1.627,3.25499,1.86432,6.11692,31.219
1948,43.78818614,132.10537598,133.093,133.724,97400,50,1.627,3.25499,1.86432,4.91894,31.22
1949,43.78857713,132.10568353,135.723,135.916,97450,50,2.63,5.25965,3.01079,4.38472,29.59
1950,43.78896907,132.10598886,138.499,137.783,97500,50,2.776,5.55145,3.17748,3.73372,29.353
1951,43.78936384,132.10628648,140.8,139.324,97550,50,2.301,4.60249,2.63517,3.08272,28.557
1952,43.78977237,132.10654672,140.8,140.516,97600,50,0.0,0.0,0.0,2.3834,24.695
1953,43.79018091,132.10680696,140.8,141.635,97650,50,0.0,0.0,0.0,2.23702,24.695
1954,43.79059543,132.10704657,141.682,142.775,97700,50,0.882,1.76304,1.01004,2.28043,22.65
1955,43.79102033,132.10725043,144.091,144.397,97750,50,2.41,4.81957,2.75927,3.24435,19.103
1956,43.79144523,132.10745429,146.501,146.137,97800,50,2.41,4.81957,2.75927,3.48,19.103
1957,43.79187012,132.10765816,148.911,147.701,97850,50,2.41,4.81957,2.75927,3.12739,19.103
1958,43.79229787,132.10785012,149.5,148.782,97900,50,0.589,1.17826,0.67506,2.16348,17.95
1959,43.79272654,132.10803823,149.5,149.406,97950,50,0.0,0.0,0.0,1.24652,17.577
1960,43.7931552,132.10822635,149.5,149.576,98000,50,0.0,0.0,0.0,0.3413,17.577
1961,43.7935949,132.10835285,149.617,149.658,98050,50,0.117,0.23476,0.13451,0.16435,11.732
1962,43.79403735,132.10846394,149.764,149.77,98100,50,0.147,0.2935,0.16816,0.22305,10.272
1963,43.7944798,132.10857503,149.911,149.911,98150,50,0.147,0.2935,0.16816,0.28175,10.272
1964,43.79492226,132.10868612,150.058,150.058,98200,50,0.147,0.2935,0.16816,0.2935,10.272
1965,43.79536471,132.10879721,150.204,150.204,98250,50,0.147,0.2935,0.16816,0.2935,10.272
1966,43.79580716,132.1089083,150.351,150.322,98300,50,0.147,0.2935,0.16816,0.23565,10.273
1967,43.79624961,132.1090194,150.498,150.411,98350,50,0.147,0.2935,0.16816,0.17695,10.273
1968,43.79669825,132.10906054,150.5,151.078,98400,50,0.002,0.00424,0.00243,1.33507,3.787
1969,43.79714698,132.10910066,150.5,152.346,98450,50,0.0,0.0,0.0,2.53535,3.692
1970,43.79759658,132.1091083,153.542,154.214,98500,50,3.042,6.08413,3.48166,3.73563,0.703
1971,43.79804622,132.10911482,156.69,156.711,98550,50,3.147,6.2949,3.60196,4.99376,0.6
1972,43.79849585,132.10912134,159.837,159.511,98600,50,3.147,6.2949,3.60196,5.6,0.6
1973,43.79894549,132.10912786,162.984,161.702,98650,50,3.147,6.2949,3.60196,4.38317,0.6
1974,43.79939445,132.10915572,164.5,163.276,98700,50,1.516,3.03118,1.73621,3.14858,2.565
1975,43.79984279,132.10920341,164.5,164.239,98750,50,0.0,0.0,0.0,1.92474,4.39
1976,43.80028614,132.10930176,164.561,164.589,98800,50,0.061,0.12192,0.06985,0.70089,9.096
1977,43.80072728,132.10942245,164.649,164.654,98850,50,0.088,0.17568,0.10066,0.12979,11.17
1978,43.80116842,132.10954314,164.737,164.737,98900,50,0.088,0.17568,0.10066,0.16493,11.17
1979,43.80160956,132.10966384,164.824,164.824,98950,50,0.088,0.17568,0.10066,0.17504,11.17
1980,43.8020507,132.10978453,164.912,164.745,99000,50,0.088,0.17568,0.10066,-0.15838,11.17
1981,43.80249186,132.10990514,164.999,164.499,99050,50,0.086,0.17249,0.09883,-0.4918,11.162
1982,43.80293854,132.10997672,164.253,164.086,99100,50,-0.746,-1.49143,-0.85446,-0.82522,6.598
1983,43.80338522,132.11004831,163.507,163.507,99150,50,-0.746,-1.49143,-0.85446,-1.15864,6.598
1984,43.8038319,132.1101199,162.761,162.907,99200,50,-0.746,-1.49143,-0.85446,-1.19943,6.598
1985,43.80427858,132.11019149,162.016,162.457,99250,50,-0.746,-1.49143,-0.85446,-0.90114,6.598
1986,43.80472812,132.11018236,162.0,162.015,99300,50,-0.016,-0.03144,-0.01801,-0.88314,359.16
1987,43.80517771,132.11017148,162.0,161.274,99350,50,0.0,0.0,0.0,-1.48304,359.0
1988,43.80562634,132.11014108,161.299,160.232,99400,50,-0.701,-1.40142,-0.8029,-2.08293,357.2
1989,43.80607287,132.11006762,159.054,158.765,99450,50,-2.245,-4.4909,-2.57137,-2.93557,353.229
1990,43.80651939,132.10999416,156.808,156.948,99500,50,-2.245,-4.4909,-2.57137,-3.63205,353.229
1991,43.80696562,132.10991763,154.661,154.924,99550,50,-2.147,-4.29461,-2.45912,-4.04825,352.944
1992,43.80741065,132.1098284,152.92,153.001,99600,50,-1.741,-3.48242,-1.99448,-3.84656,351.766
1993,43.80785567,132.10973916,151.179,151.179,99650,50,-1.741,-3.48242,-1.99448,-3.64486,351.766
1994,43.8083007,132.10964993,149.437,149.437,99700,50,-1.741,-3.48242,-1.99448,-3.48242,351.766
1995,43.80874572,132.10956069,147.696,147.696,99750,50,-1.741,-3.48242,-1.99448,-3.48242,351.766
1996,43.80919075,132.10947145,145.955,146.034,99800,50,-1.741,-3.48242,-1.99448,-3.32436,351.766
1997,43.80963577,132.10938221,144.214,144.633,99850,50,-1.741,-3.48242,-1.99448,-2.8025,351.766
1998,43.81008039,132.10928931,142.868,143.492,99900,50,-1.346,-2.69209,-1.54208,-2.28065,351.425
1999,43.81052406,132.10918798,142.431,142.613,99950,50,-0.437,-0.87316,-0.50027,-1.7588,350.641
2000,43.81096774,132.10908665,141.995,141.995,100000,50,-0.437,-0.87316,-0.50027,-1.23695,350.641
2001,43.81141141,132.10898532,141.558,141.558,100050,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2002,43.81185509,132.10888399,141.121,141.121,100100,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2003,43.81229876,132.10878265,140.685,140.685,100150,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2004,43.81274243,132.10868131,140.248,140.248,100200,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2005,43.81318611,132.10857998,139.812,139.812,100250,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2006,43.81362978,132.10847864,139.375,139.375,100300,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2007,43.81407346,132.1083773,138.939,138.939,100350,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2008,43.81451713,132.10827596,138.502,138.502,100400,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2009,43.81496081,132.10817461,138.065,138.065,100450,50,-0.437,-0.87316,-0.50027,-0.87316,350.641
2010,43.81540448,132.10807327,137.629,137.629,100500,50,-0.437,-0.87316,-0.50027,-0.87316,350.64
2011,43.81584815,132.10797192,137.192,137.192,100550,50,-0.437,-0.87316,-0.50027,-0.87316,350.64
2012,43.81629183,132.10787057,136.756,136.756,100600,50,-0.437,-0.87316,-0.50027,-0.87316,350.64
2013,43.8167355,132.10776922,136.319,136.319,100650,50,-0.437,-0.87316,-0.50027,-0.87316,350.64
2014,43.81717917,132.10766787,135.882,135.882,100700,50,-0.437,-0.87316,-0.50027,-0.87316,350.64
2015,43.81762285,132.10756652,135.446,135.412,100750,50,-0.437,-0.87316,-0.50027,-0.94058,350.64
2016,43.81806652,132.10746517,135.009,134.907,100800,50,-0.437,-0.87316,-0.50027,-1.00948,350.64
2017,43.81850807,132.10734732,134.404,134.368,100850,50,-0.605,-1.21028,-0.69341,-1.07838,349.1
2018,43.81894956,132.10722911,133.795,133.795,100900,50,-0.609,-1.21764,-0.69762,-1.14727,349.066
2019,43.81939106,132.10711091,133.187,133.187,100950,50,-0.609,-1.21764,-0.69762,-1.21617,349.066
2020,43.81983256,132.10699269,132.578,132.578,101000,50,-0.609,-1.21764,-0.69762,-1.21764,349.066
2021,43.82027405,132.10687448,131.969,131.969,101050,50,-0.609,-1.21764,-0.69762,-1.21764,349.066
2022,43.82071555,132.10675627,131.36,131.36,101100,50,-0.609,-1.21764,-0.69762,-1.21764,349.066
2023,43.82115705,132.10663805,130.751,130.751,101150,50,-0.609,-1.21764,-0.69762,-1.21764,349.066
2024,43.82159854,132.10651984,130.142,130.157,101200,50,-0.609,-1.21764,-0.69762,-1.18756,349.066
2025,43.82204004,132.10640162,129.534,129.685,101250,50,-0.609,-1.21764,-0.69762,-0.94403,349.066
2026,43.8224794,132.10627248,129.0,129.335,101300,50,-0.534,-1.06723,-0.61146,-0.7005,348.027
2027,43.82290364,132.10606589,129.0,129.107,101350,50,0.0,0.0,0.0,-0.45697,340.641
2028,43.82332788,132.10585929,129.0,129.0,101400,50,0.0,0.0,0.0,-0.21345,340.641
2029,43.82375211,132.10565269,129.0,129.0,101450,50,0.0,0.0,0.0,0.0,340.641
2030,43.82417635,132.10544608,129.0,128.96,101500,50,0.0,0.0,0.0,-0.08007,340.641
2031,43.82460058,132.10523948,129.0,128.84,101550,50,0.0,0.0,0.0,-0.23894,340.641
2032,43.82501246,132.10499312,128.8,128.642,101600,50,-0.2,-0.40035,-0.22938,-0.3978,336.658
2033,43.82541218,132.10470764,128.403,128.363,101650,50,-0.397,-0.79434,-0.45511,-0.55667,332.74
2034,43.8258119,132.10442215,128.005,128.005,101700,50,-0.397,-0.79434,-0.45511,-0.71554,332.739
2035,43.82621161,132.10413667,127.608,127.608,101750,50,-0.397,-0.79434,-0.45511,-0.79434,332.739
2036,43.82661133,132.10385118,127.211,127.211,101800,50,-0.397,-0.79434,-0.45511,-0.79434,332.739
2037,43.82701104,132.10356568,126.814,126.814,101850,50,-0.397,-0.79434,-0.45511,-0.79434,332.739
2038,43.82741076,132.10328018,126.417,126.417,101900,50,-0.397,-0.79434,-0.45511,-0.79434,332.739
2039,43.82781047,132.10299468,126.02,126.02,101950,50,-0.397,-0.79434,-0.45511,-0.79434,332.738
2040,43.82821019,132.10270917,125.622,125.622,102000,50,-0.397,-0.79434,-0.45511,-0.79434,332.738
2041,43.8286099,132.10242366,125.225,125.225,102050,50,-0.397,-0.79434,-0.45511,-0.79434,332.738
2042,43.82900961,132.10213815,124.828,124.828,102100,50,-0.397,-0.79434,-0.45511,-0.79434,332.738
2043,43.82940932,132.10185263,124.431,124.431,102150,50,-0.397,-0.79434,-0.45511,-0.79434,332.738
2044,43.82980903,132.10156711,124.034,124.034,102200,50,-0.397,-0.79434,-0.45511,-0.79434,332.737
2045,43.83020874,132.10128158,123.637,123.637,102250,50,-0.397,-0.79434,-0.45511,-0.79434,332.737
2046,43.83060845,132.10099605,123.239,123.239,102300,50,-0.397,-0.79434,-0.45511,-0.79434,332.737
2047,43.83100816,132.10071052,122.842,122.842,102350,50,-0.397,-0.79434,-0.45511,-0.79434,332.737
2048,43.83140786,132.10042498,122.445,122.445,102400,50,-0.397,-0.79434,-0.45511,-0.79434,332.737
2049,43.83180757,132.10013944,122.048,122.048,102450,50,-0.397,-0.79434,-0.45511,-0.79434,332.736
2050,43.83220728,132.0998539,121.651,121.651,102500,50,-0.397,-0.79434,-0.45511,-0.79434,332.736
2051,43.83260698,132.09956835,121.254,121.254,102550,50,-0.397,-0.79434,-0.45511,-0.79434,332.736
2052,43.83300669,132.0992828,120.856,120.856,102600,50,-0.397,-0.79434,-0.45511,-0.79434,332.736
2053,43.83340639,132.09899724,120.459,120.459,102650,50,-0.397,-0.79434,-0.45511,-0.79434,332.736
2054,43.83380609,132.09871168,120.062,120.062,102700,50,-0.397,-0.79434,-0.45511,-0.79434,332.735
2055,43.83420579,132.09842612,119.665,119.661,102750,50,-0.397,-0.79434,-0.45511,-0.80172,332.735
2056,43.8346055,132.09814055,119.268,119.249,102800,50,-0.397,-0.79434,-0.45511,-0.8244,332.735
2057,43.83500835,132.097864,118.852,118.826,102850,50,-0.416,-0.83127,-0.47627,-0.84707,333.656
2058,43.83541773,132.09760613,118.398,118.391,102900,50,-0.454,-0.90771,-0.52006,-0.86975,335.564
2059,43.83582711,132.09734825,117.944,117.944,102950,50,-0.454,-0.90771,-0.52006,-0.89242,335.564
2060,43.83623649,132.09709037,117.491,117.491,103000,50,-0.454,-0.90771,-0.52006,-0.90771,335.564
2061,43.83664587,132.09683248,117.037,117.037,103050,50,-0.454,-0.90771,-0.52006,-0.90771,335.564
2062,43.83705525,132.09657459,116.583,116.583,103100,50,-0.454,-0.90771,-0.52006,-0.90771,335.563
2063,43.83746463,132.0963167,116.129,116.129,103150,50,-0.454,-0.90771,-0.52006,-0.90771,335.563
2064,43.83787401,132.09605881,115.675,115.675,103200,50,-0.454,-0.90771,-0.52006,-0.90771,335.563
2065,43.83828339,132.09580091,115.221,115.221,103250,50,-0.454,-0.90771,-0.52006,-0.90771,335.563
2066,43.83869276,132.095543,114.767,114.767,103300,50,-0.454,-0.90771,-0.52006,-0.90771,335.563
2067,43.83910214,132.0952851,114.314,114.314,103350,50,-0.454,-0.90771,-0.52006,-0.90771,335.562
